budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
72500000,['Comedy'],,9718,2tsXUcWQMxQxbUWs2jG1Gf1cTQtHvBUqUbpbbpS,English,Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",,"['Apatow Productions', 'Columbia Pictures']",['United States of America'],2006/8/4,162966177,116,['English'],,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
70000000,"['Comedy', 'Family', 'Fantasy', 'Romance']",,10808,z2PqcNNTCHU4,English,Dr. Dolittle 2,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",,"['Davis Entertainment', 'Joseph M. Singer Entertainment', 'Twentieth Century Fox Film Corporation']",['United States of America'],2001/6/22,176104344,87,['English'],,The doctor is in again.,Dr. Dolittle 2,4.9,410
72000000,"['Action', 'Drama', 'History', 'War']",,197,HCt2TB2qfCGHzPpGMpXtk,English,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",,"['B.H. Finance C.V.', 'Icon Entertainment International', 'The Ladd Company']",['United States of America'],1995/5/24,210000000,177,"['English', 'French', 'Latin', 'Scottish Gaelic']",,Every man dies. Not every man truly lives.,Braveheart,7.7,3336
72000000,"['Drama', 'War']",,25,iVITT2xPBvxM2TBk,English,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford‚Äôs experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",,"['Motion Picture KAPPA Produktionsgesellschaft', 'Neal Street Productions', 'Red Wagon Entertainment', 'Universal Pictures']","['Germany', 'United States of America']",2005/11/4,96889998,125,"['Arabic', 'English', 'Latin', 'Spanish']",,Welcome to the suck.,Jarhead,6.6,765
75000000,"['Animation', 'Comedy', 'Family']",,35,fbWPxbtWbtfseGppU1GG1GcHqPGPW2tNMbGNeUpUXfbUQbUsbUw,English,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",,"['Gracie Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],2007/7/25,527068851,87,['English'],,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
72000000,"['Drama', 'Romance']",,11086,BPeMctitQs2bW8,English,The Majestic,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",,"['Castle Rock Entertainment', 'Darkwoods Productions', 'NPV Entertainment', 'Village Roadshow Pictures']",['United States of America'],2001/12/21,37317558,152,['English'],,Sometimes your life comes into focus one frame at a time.,The Majestic,6.6,188
94000000,['Action'],,10477,fpUBpx2HQVXC7,English,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",,"['Epsilon Motion Pictures', 'Franchise Pictures', ""Mel's Cite du Cinema"", 'Trackform Film Productions']","['Australia', 'Canada', 'United States of America']",2001/4/27,54744738,116,"['English', 'German', 'Spanish']",,Get ready for the race of your life.,Driven,4.5,179
74500000,"['Adventure', 'Drama', 'Family']",,1997,eff5P2fQ1vV51WIBfPXYt7,English,Deux fr√®res,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",,"['Canal+', 'Pathe', 'Pathé Renn Productions', 'TF1 Films Production', 'Two Brothers Productions']","['France', 'United Kingdom']",2004/4/7,62172050,109,"['English', 'French', 'Thai']",,"Two infant tiger cubs, separated from their parents and each other.",Two Brothers,6.9,180
60000000,"['Drama', 'Mystery', 'Thriller']",,6947,iV1Hxb1G5pUB5P2U2XeVzQc1bto,English,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",,"['Blinding Edge Pictures', 'Scott Rudin Productions', 'Touchstone Pictures']",['United States of America'],2004/7/30,256697520,108,['English'],,There is no turning back,The Village,6.2,1071
71000000,"['Comedy', 'Family', 'Fantasy']",,3050,1tpD,English,Doctor Dolittle,"A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",,"['Davis Entertainment', 'Joseph M. Singer Entertainment', 'Twentieth Century Fox Film Corporation']",['United States of America'],1998/6/22,294456605,85,['English'],,He doesn't just talk to the animals!,Doctor Dolittle,5.4,686
72000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",,2675,XtHvYMUDzITBtDMMfNU1Df5DxbtUbtbbtPUPHxpbt,English,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,,"['Blinding Edge Pictures', 'Kennedy/Marshall Company, The', 'Touchstone Pictures']",['United States of America'],2002/8/2,408247917,106,"['English', 'Portuguese']",,It‚Äôs not like they didn‚Äôt warn us.,Signs,6.4,1599
150000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,809,BIjq5D5VXW1pQqtqCivMqVM,English,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",,"['DreamWorks Animation', 'DreamWorks SKG', 'Pacific Data Images (PDI)']",['United States of America'],2004/5/19,919838758,93,['English'],,Once upon another time...,Shrek 2,6.7,2988
120000000,"['Adventure', 'Animation', 'Comedy', 'Family']",,920,YUIcMcxjIC2WVPYp2jYMUbPIt2HpvbjsXiVz,English,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",,"['Pixar Animation Studios', 'Walt Disney Pictures']",['United States of America'],2006/6/8,461983149,117,"['English', 'Italian', 'Japanese', 'Yiddish']",,Ahhh... it's got that new movie smell.,Cars,6.6,3877
70000000,"['Comedy', 'Romance']",,4806,BfifcTTt15Tte,English,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",,"['Interscope Communications', 'Lakeshore Entertainment', 'Paramount Pictures', 'Touchstone Pictures']",['United States of America'],1999/7/30,309457509,116,['English'],,Catch her if you can.,Runaway Bride,5.7,455
70000000,"['Action', 'Adventure', 'Thriller']",,7451,iVBbqXcjWctHXXeBv1UTCBbbTa,English,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",,"['Columbia Pictures', 'Original Film', 'Revolution Studios']",['United States of America'],2002/8/9,277448382,124,"['Czech', 'English', 'German', 'Russian', 'Spanish']",,A New Breed Of Secret Agent.,xXx,5.8,1424
74000000,"['Adventure', 'Animation', 'Comedy', 'Family']",,228165,pDMQUI5xs1DGPGzjQUG7,English,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",,"['Disruption Entertainment', 'Nickelodeon Animation Studios', 'Nickelodeon Movies', 'Paramount Animation', 'Paramount Pictures', 'United Plankton Pictures']",['United States of America'],2015/2/5,311594032,93,['English'],,He's leaving his world behind.,The SpongeBob Movie: Sponge Out of Water,5.8,719
80000000,"['Action', 'Thriller']",,3595,PsffYfQbc5GGqMfxbCR,English,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",,"['Brian Grazer/Scott Rudin Productions', 'Touchstone Pictures']",['United States of America'],1996/11/8,309492681,117,['English'],,Someone is going to pay.,Ransom,6.4,470
70000000,"['Action', 'Drama', 'Thriller', 'War']",,16869,f2WbCBPVPDbiVUsvCBiVQjHjHciVpiVevpsebGWMxQMpMTfWqHiVvQg,English,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",,"['A Band Apart', 'The Weinstein Company', 'Universal Pictures', 'Visiona Romantica', 'Zehnte Babelsberg']","['Germany', 'United States of America']",2009/8/18,319131050,153,"['English', 'French', 'German', 'Italian']",,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430
70000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",,879,PYtv5bxjHQMU1CVfIIk,English,Hook,"The boy who wasn't supposed to grow up‚ÄîPeter Pan‚Äîdid just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",,"['Amblin Entertainment', 'TriStar Pictures']",['United States of America'],1991/12/11,300854823,144,['English'],,What if Peter Pan grew up?,Hook,6.6,1532
70000000,"['Action', 'Thriller']",,1573,ixIeXG55jWeH1MsfNWfsQxqqzfWjNTMMCbzPvsHQPfbCvbUbiMHf2w,English,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of d√©j√† vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",,"['Gordon Company', 'Silver Pictures', 'Twentieth Century Fox Film Corporation']",['United States of America'],1990/7/2,240031094,124,"['English', 'Spanish']",,Die Harder,Die Hard 2,6.6,1896
